ticker,fqtr,ann_date,conference_date,eps_actual,eps_surprise,TariffSent_mean,TariffSent_shareNeg,TariffMentions,ForwardTone,tariff_sentences,CAR,size,momentum,after_hours,sector,quarter
NVDA,2025_Q3,2024-11-20,2024-11-20 17:00:00,3.53,-0.0040144834470811725,0.793053388595581,0.0,2,0.0,"['It is the case that demand exceeds our supply.', ""And then, Jensen, just overall, you know, with the change in administration that's going to take place here in the U.S. and the China situation, have you gotten any sense or any conversations about, you know, tariffs or anything with regard to your China business, any sense of what may or may not go on?""]",-0.0240924198746669,0.029571444944671975,0.4057404230013768,1,NV,2025_Q3
NVDA,2025_Q2,2024-08-28,2024-08-28 17:00:00,3.53,-0.0046003088586269855,0.0,0.0,0,0.0,[],-0.07697620498946334,0.03966350487308113,0.5879540196702737,1,NV,2025_Q2
NVDA,2025_Q1,2024-05-22,2024-05-22 17:00:00,3.53,-0.006188205353166113,0.0,0.0,0,0.0,[],0.10800776095314159,0.03032526372533481,0.9493144486619061,1,NV,2025_Q1
NVDA,2024_Q4,2024-02-21,2024-02-21 17:00:00,3.53,-0.008499335615723216,-0.028926929458975792,0.3333333333333333,3,0.0,"['And so with all of the new products, demand is greater than supply.', ""New startups are creating LLMs to serve the specific languages, cultures, and customs of the world's many regions."", 'And so So overall, the supply is improving.']",0.09549467519917328,0.021748799512808666,0.4308565512264604,1,NV,2024_Q4
NVDA,2024_Q3,2023-11-21,2023-11-21 17:00:00,3.53,-0.011711156680801488,0.3139607310295105,0.0,2,0.0815964862704277,"[""There's market demand in manufacturing."", 'The export controls will have a negative effect on our China business, and we do not have good visibility into the magnitude of that impact even over the long term.']",-0.04306360764218939,0.021774437483170112,0.6357744715658002,1,NV,2024_Q3
NVDA,2024_Q2,2023-08-22,2023-08-22 17:00:00,3.53,-0.012570451316421183,-0.1047004759311676,0.5,2,-0.8843849301338196,"['Supply will substantially increase for the rest of this year and next year.', 'At this time, let me take a moment to address recent reports on the potential for increased regulations on our exports to China.']",-0.021647818080386416,0.027822731070904508,1.201044872790845,1,NV,2024_Q2
NVDA,2024_Q1,2023-05-24,2023-05-24 17:00:00,3.53,-0.019240661406692824,-0.893990159034729,1.0,1,0.0,['We are significantly increasing our supply to meet their surging demand.'],0.23006124139628112,0.021371521117344014,0.8494460494587517,1,NV,2024_Q1
MSFT,2025_Q3,2025-04-30,2025-04-30 17:30:00,13.51,-0.003667178825981631,-0.011051476001739502,0.5,2,-0.938149094581604,"['Windows OEM and devices revenue increased 3% year-over-year, ahead of expectations, as tariff uncertainty through the quarter resulted in inventory levels that remained elevated.', 'We do not undertake any duty to update any forward-looking statement.']",0.07377338391451105,0.020493608763476653,-0.023390484515122933,1,MS,2025_Q3
MSFT,2025_Q2,2025-01-29,2025-01-29 17:30:00,13.51,-0.0032377293752906323,-0.01659344509243965,0.4,5,-0.9412243962287903,"['We do not undertake any duty to update any forward-looking statement.', 'Usage from a third-party partnership in search as well as Call of Duty launch performance in gaming.', 'Windows OEM and devices revenue increased 4% year-over-year ahead of expectations, driven by commercial inventory builds in advance of Windows 10 and support, as well as uncertainty around tariffs.', 'Xbox content and services revenue increased 2% ahead of expectations, driven by stronger than expected performance in Blizzard and Activision content, including Call of Duty.', 'Actual results may differ based on current tariff uncertainties.']",-0.07309198025434765,0.015466607501296085,0.06450158603799383,1,MS,2025_Q2
MSFT,2025_Q1,2024-10-30,2024-10-30 17:30:00,13.51,-0.0033587471323791775,0.4051384925842285,0.25,4,0.0,"['We do not undertake any duty to update any forward-looking statements.', ""Last week's launch of Black Ops 6 was the biggest Call of Duty release ever, setting a record for day one players as well as Game Pass subscriber ads on launch day."", ""We're excited about last week's launch of Call of Duty."", 'There are two things about the launch that are different than the Call of Duty launch a year ago, where revenue was mostly recognized in the quarter of purchase.']",-0.035044907744924136,0.009965931207437528,0.09111992830076376,1,MS,2025_Q1
